nest.id,date,time,adult,stage,num.host.egg,num.bhco.egg,new.parasitism,bhco.swab,host.swab,predated,num.host.hatch,num.bhco.hatch,notes
a117,612.0,1899-12-31T16:34:00Z,yes,ready to Lay,0,0,no,no,no,no,0,0,NA
a117,613.0,1899-12-31T10:32:00Z,yes,laying,1,0,no,no,yes,no,0,0,NA
a117,614.0,1899-12-31T13:06:00Z,yes,laying,1,0,no,no,no,no,0,0,NA
a117,615.0,1899-12-31T09:40:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a117,616.0,1899-12-31T12:13:00Z,no,Do Not Monitor (note),0,0,no,no,no,yes,0,0,"no eggs remaining, nest intact"
a118,611.0,1899-12-31T10:49:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a118,612.0,1899-12-31T15:27:00Z,no,ready to Lay,0,0,no,no,no,no,0,0,NA
a118,613.0,1899-12-31T12:40:00Z,no,ready to lay,0,0,no,no,no,no,0,0,NA
a118,615.0,1899-12-31T11:28:00Z,no,laying,1,1,yes,yes,no,no,0,0,NA
a118,616.0,1899-12-31T13:40:00Z,no,Do Not Monitor (note),0,0,no,no,no,yes,0,0,"all eggs gone, nest intact"
a119,611.0,1899-12-31T11:00:00Z,yes,Building,0,0,no,no,no,no,0,0,NA
a119,612.0,1899-12-31T15:30:00Z,yes,ready to Lay,0,0,no,no,no,no,0,0,NA
a119,613.0,1899-12-31T12:42:00Z,yes,laying,1,0,no,no,yes,no,0,0,NA
a119,615.0,1899-12-31T11:36:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a119,616.0,1899-12-31T13:43:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a119,617.0,1899-12-31T10:38:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a119,618.0,1899-12-31T12:31:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a119,619.0,1899-12-31T10:54:00Z,yes,incubating,2,0,no,no,no,yes,0,0,"2 eggs missing, nest intact"
a119,620.0,1899-12-31T09:33:00Z,yes,incubating,2,0,no,no,no,no,0,0,NA
a119,621.0,1899-12-31T09:23:00Z,yes,incubating,2,0,no,no,no,no,0,0,NA
a119,622.0,1899-12-31T09:24:00Z,yes,incubating,2,0,no,no,no,no,0,0,NA
a119,623.0,1899-12-31T09:29:00Z,yes,incubating,2,0,no,no,no,no,0,0,NA
a119,624.0,1899-12-31T11:10:00Z,yes,incubating,2,0,no,no,yes,no,0,0,NA
a119,625.0,1899-12-31T09:00:00Z,yes,incubating,2,0,no,no,no,no,0,0,NA
a119,626.0,1899-12-31T09:16:00Z,yes,incubating,2,0,no,no,no,no,0,0,NA
a119,627.0,1899-12-31T08:04:00Z,yes,incubating,2,0,no,no,no,no,0,0,NA
a119,628.0,1899-12-31T07:07:00Z,yes,incubating,2,0,no,no,no,no,0,0,NA
a119,701.0,1899-12-31T14:30:00Z,yes,incubating,2,0,no,no,no,no,0,0,NA
a119,704.0,1899-12-31T13:08:00Z,no,Do not Monitor (note),0,0,no,no,no,yes,0,0,nest predated
a12,525.0,1899-12-31T11:44:00Z,no,Building,0,0,no,no,no,no,0,0,"just starting to build, no adult seen"
a12,526.0,1899-12-31T10:11:00Z,yes,Do Not Monitor (note),0,0,no,no,no,no,0,0,mourning dove nest
a120,611.0,1899-12-31T14:13:00Z,yes,laying/incubation,3,0,no,no,no,no,0,0,NA
a120,612.0,1899-12-31T14:39:00Z,no,laying,4,0,no,no,no,no,0,0,NA
a120,613.0,1899-12-31T12:00:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a120,615.0,1899-12-31T10:53:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a120,616.0,1899-12-31T13:03:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a120,617.0,1899-12-31T09:57:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a120,618.0,1899-12-31T11:47:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a120,619.0,1899-12-31T10:23:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a120,620.0,1899-12-31T10:04:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a120,621.0,1899-12-31T09:53:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a120,622.0,1899-12-31T09:54:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a120,623.0,1899-12-31T10:03:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a120,624.0,1899-12-31T11:36:00Z,yes,hatched,1,0,no,no,no,no,3,0,NA
a120,625.0,1899-12-31T09:31:00Z,no,do not Monitor (note),0,0,no,no,no,yes,0,0,"hatchlings and eggs gone, nest intact"
a121,611.0,1899-12-31T15:38:00Z,yes,ready to Lay,0,0,no,no,no,no,0,0,NA
a121,612.0,1899-12-31T15:03:00Z,yes,building,0,0,no,no,no,no,0,0,adult with nesting material
a121,613.0,1899-12-31T12:23:00Z,yes,ready to lay,0,0,no,no,no,no,0,0,NA
a121,615.0,1899-12-31T11:09:00Z,no,ready to lay,0,0,no,no,no,no,0,0,NA
a121,616.0,1899-12-31T13:23:00Z,yes,laying,1,0,no,no,yes,no,0,0,NA
a121,617.0,1899-12-31T10:17:00Z,yes,laying/incubating,1,0,no,no,no,no,0,0,NA
a121,618.0,1899-12-31T12:09:00Z,no,Do Not Monitor (note),0,0,no,no,no,yes,0,0,"egg gone, nest intact"
a122,611.0,1899-12-31T15:52:00Z,no,ready to Lay,0,0,no,no,no,no,0,0,NA
a122,612.0,1899-12-31T14:57:00Z,no,laying,2,0,no,no,yes,no,0,0,NA
a122,613.0,1899-12-31T12:20:00Z,no,laying,3,0,no,no,no,no,0,0,NA
a122,615.0,1899-12-31T11:07:00Z,yes,laying/incubating,4,0,no,no,no,no,0,0,NA
a122,616.0,1899-12-31T13:17:00Z,no,incubating,4,0,no,no,no,no,0,0,NA
a122,617.0,1899-12-31T10:11:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a122,618.0,1899-12-31T12:07:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a122,619.0,1899-12-31T10:37:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a122,620.0,1899-12-31T09:49:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a122,621.0,1899-12-31T09:37:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a122,622.0,1899-12-31T09:41:00Z,no,incubating,4,0,no,no,yes,no,0,0,NA
a122,623.0,1899-12-31T09:48:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
a122,624.0,1899-12-31T12:48:00Z,yes,hatched,3,0,no,no,no,no,1,0,NA
a122,625.0,1899-12-31T09:13:00Z,yes,hatched,1,0,no,no,no,no,3,0,NA
a122,626.0,1899-12-31T09:31:00Z,yes,Do not Monitor (note),0,0,no,no,no,yes,3,0,"1 egg missing, all hatch"
a123,611.0,1899-12-31T15:58:00Z,no,Building,0,0,no,no,no,no,0,0,NA
a123,613.0,1899-12-31T12:20:00Z,yes,ready to lay,0,0,no,no,no,no,0,0,NA
a123,615.0,1899-12-31T11:07:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a123,616.0,1899-12-31T13:18:00Z,no,Do Not Monitor (note),0,0,no,no,no,yes,0,0,"eggs gone, nest destroyed"
a124,612.0,1899-12-31T13:42:00Z,yes,building,0,0,no,no,no,no,0,0,NA
a124,613.0,1899-12-31T11:03:00Z,yes,ready to lay,0,0,no,no,no,no,0,0,NA
a124,614.0,1899-12-31T13:25:00Z,yes,ready to lay,0,0,no,no,no,no,0,0,NA
a124,615.0,1899-12-31T10:06:00Z,yes,laying,1,0,no,no,yes,no,0,0,NA
a124,616.0,1899-12-31T12:39:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a124,617.0,1899-12-31T09:39:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a124,618.0,1899-12-31T11:25:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a124,619.0,1899-12-31T10:01:00Z,no,laying,1,0,no,no,no,yes,0,0,"3 eggs missing, maybe due to wind"
a124,620.0,1899-12-31T10:17:00Z,no,do not Monitor (note),0,0,no,no,no,yes,0,0,nest gone
a125,612.0,1899-12-31T13:47:00Z,yes,ready to Lay,0,0,no,no,no,no,0,0,NA
a125,613.0,1899-12-31T11:28:00Z,no,ready to lay,0,0,no,no,no,no,0,0,NA
a125,614.0,1899-12-31T13:32:00Z,yes,incubating,1,0,no,no,yes,no,0,0,NA
a125,615.0,1899-12-31T10:22:00Z,yes,laying,2,0,no,no,no,no,0,0,NA
a125,616.0,1899-12-31T12:49:00Z,yes,laying,3,0,no,no,no,no,0,0,NA
a125,617.0,1899-12-31T09:45:00Z,yes,laying,4,0,no,no,no,no,0,0,NA
a125,618.0,1899-12-31T11:31:00Z,yes,incubating,4,0,no,no,no,no,0,0,NA
